case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
A20030,Payment,2007/09/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20032,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20032,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20032,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20032,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20032,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20033,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20033,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20033,Insert Fine Notification,2007/12/24 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20033,Add penalty,2008/02/22 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20033,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20034,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20034,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20034,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20034,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20034,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20036,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20036,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20036,Insert Fine Notification,2007/12/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20036,Add penalty,2008/02/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20036,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20037,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20037,Payment,2007/08/20 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20038,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20038,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20038,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20038,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20038,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20039,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20039,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20039,Insert Fine Notification,2007/12/30 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20039,Add penalty,2008/02/28 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20039,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2004,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,157,,,A,0.0,,NIL,0
A2004,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2004,Insert Fine Notification,2006/12/22 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2004,Add penalty,2007/02/20 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2004,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20040,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20040,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20040,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20040,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20040,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20041,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20041,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20041,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20041,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20041,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20043,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20043,Payment,2007/08/23 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20045,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20045,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20045,Insert Fine Notification,2007/12/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20045,Add penalty,2008/02/18 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20045,Payment,2008/09/12 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A20046,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20046,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20047,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20047,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20047,Insert Fine Notification,2007/12/21 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20047,Add penalty,2008/02/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20047,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20048,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20048,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A20049,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20049,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20049,Insert Fine Notification,2007/12/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20049,Add penalty,2008/02/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20049,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20050,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20050,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20050,Insert Fine Notification,2007/12/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20050,Add penalty,2008/02/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20050,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20052,Create Fine,2007/06/25 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20052,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20057,Create Fine,2007/06/30 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20057,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20059,Create Fine,2007/07/01 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20059,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20059,Insert Fine Notification,2007/10/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20059,Add penalty,2007/12/04 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20059,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20060,Create Fine,2007/07/01 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20060,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20060,Insert Fine Notification,2007/10/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20060,Add penalty,2007/12/22 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20060,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20061,Create Fine,2007/07/06 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20061,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20061,Insert Fine Notification,2007/10/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20061,Add penalty,2007/12/24 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20061,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20062,Create Fine,2007/07/07 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20062,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20062,Insert Fine Notification,2007/10/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20062,Add penalty,2007/12/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20062,Payment,2007/12/12 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A20065,Create Fine,2007/07/10 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20065,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A20065,Insert Fine Notification,2007/10/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20065,Add penalty,2007/12/24 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20065,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20068,Create Fine,2007/07/12 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20068,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20068,Insert Fine Notification,2007/10/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20068,Add penalty,2007/12/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20068,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2007,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,157,,,A,0.0,,NIL,0
A2007,Payment,2006/08/22 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A20070,Create Fine,2007/07/15 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20070,Send Fine,2007/10/31 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20070,Insert Fine Notification,2007/11/24 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20070,Add penalty,2008/01/23 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20070,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20073,Create Fine,2007/07/19 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20073,Send Fine,2007/10/31 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20073,Insert Fine Notification,2007/11/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20073,Add penalty,2008/01/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20073,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20075,Create Fine,2007/07/20 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20075,Send Fine,2007/10/31 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20075,Insert Fine Notification,2007/11/15 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20075,Add penalty,2008/01/14 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20075,Payment,2008/01/14 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A20078,Create Fine,2007/07/22 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20078,Send Fine,2007/10/31 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20078,Insert Fine Notification,2007/11/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20078,Add penalty,2008/01/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20078,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20080,Create Fine,2007/07/23 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20080,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20081,Create Fine,2007/07/26 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20081,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20081,Insert Fine Notification,2007/09/24 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20081,Add penalty,2007/11/23 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A20081,Payment,2008/09/01 00:00:00.000,COMPLETE,,57.0,,,,,,,57.0,,,
A20082,Create Fine,2007/07/26 00:00:00.000,COMPLETE,22.0,,,556,7,,,A,0.0,,NIL,0
A20082,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A2010,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,7,,,A,0.0,,NIL,0
A2010,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2010,Insert Fine Notification,2007/01/01 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2010,Add penalty,2007/03/02 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2010,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20102,Create Fine,2007/09/17 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20102,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20102,Insert Fine Notification,2008/01/30 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20102,Add penalty,2008/03/30 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20102,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20106,Create Fine,2007/09/18 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20106,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20107,Create Fine,2007/09/18 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20107,Payment,2007/09/18 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20108,Create Fine,2007/09/18 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20108,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A2011,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,7,,,A,0.0,,NIL,0
A2011,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2011,Insert Fine Notification,2006/12/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2011,Add penalty,2007/02/27 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2011,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20110,Create Fine,2007/09/18 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20110,Payment,2007/09/24 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20111,Create Fine,2007/09/19 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20111,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A20111,Insert Fine Notification,2008/05/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20111,Add penalty,2008/07/11 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20111,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20113,Create Fine,2007/09/19 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20113,Payment,2007/10/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20114,Create Fine,2007/09/19 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20114,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20114,Insert Fine Notification,2008/02/01 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20114,Add penalty,2008/04/01 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20114,Payment,2008/11/05 00:00:00.000,COMPLETE,,36.0,,,,,,,172.0,,,
A20114,Payment,2008/11/05 00:00:00.000,COMPLETE,,49.0,,,,,,,172.0,,,
A20114,Payment,2008/11/05 00:00:00.000,COMPLETE,,87.0,,,,,,,172.0,,,
A20116,Create Fine,2007/09/20 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20116,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20116,Insert Fine Notification,2008/02/10 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20116,Add penalty,2008/04/10 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20116,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20117,Create Fine,2007/09/20 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20117,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20118,Create Fine,2007/09/20 00:00:00.000,COMPLETE,22.0,,,557,7,,,A,0.0,,NIL,0
A20118,Payment,2007/10/02 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A20119,Create Fine,2007/09/20 00:00:00.000,COMPLETE,22.0,,,557,7,,,A,0.0,,NIL,0
A20119,Payment,2007/09/20 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A2012,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,7,,,A,0.0,,NIL,0
A2012,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A20120,Create Fine,2007/09/20 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20120,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20122,Create Fine,2007/09/20 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20122,Payment,2007/09/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20125,Create Fine,2007/09/21 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20125,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20125,Insert Fine Notification,2008/02/11 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20125,Add penalty,2008/04/11 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20125,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20126,Create Fine,2007/09/21 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20126,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20126,Insert Fine Notification,2008/01/31 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20126,Add penalty,2008/03/31 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20126,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20127,Create Fine,2007/09/21 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20127,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20127,Insert Fine Notification,2008/01/30 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20127,Add penalty,2008/03/30 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20127,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20128,Create Fine,2007/09/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20128,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20131,Create Fine,2007/09/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20131,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20131,Insert Fine Notification,2008/01/31 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20131,Add penalty,2008/03/31 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20131,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20132,Create Fine,2007/09/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20132,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20132,Insert Fine Notification,2008/02/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20132,Add penalty,2008/04/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20132,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20133,Create Fine,2007/09/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20133,Send Fine,2008/06/04 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A20135,Create Fine,2007/09/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20135,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20136,Create Fine,2007/09/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20136,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20136,Insert Fine Notification,2008/02/01 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20136,Add penalty,2008/04/01 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20136,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20137,Create Fine,2007/09/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20137,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20139,Create Fine,2007/09/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20139,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A2014,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,157,,,A,0.0,,NIL,0
A2014,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2014,Insert Fine Notification,2006/12/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2014,Add penalty,2007/02/21 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2014,Payment,2007/02/22 00:00:00.000,COMPLETE,,46.0,,,,,,,46.0,,,
A20141,Create Fine,2007/09/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20141,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20141,Insert Fine Notification,2008/02/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20141,Add penalty,2008/04/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20141,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20142,Create Fine,2007/09/26 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20142,Payment,2007/09/26 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20144,Create Fine,2007/09/26 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20144,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20145,Create Fine,2007/09/26 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20145,Payment,2007/09/26 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20150,Create Fine,2007/09/27 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A20150,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20151,Create Fine,2007/09/17 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A20151,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20151,Insert Fine Notification,2008/01/31 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20151,Add penalty,2008/03/31 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20151,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20152,Create Fine,2007/09/17 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A20152,Payment,2007/09/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20157,Create Fine,2007/09/17 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A20157,Send Fine,2008/01/18 00:00:00.000,COMPLETE,,,26.0,,,,,,,,,
A20157,Insert Fine Notification,2008/01/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20157,Insert Date Appeal to Prefecture,2008/02/01 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20157,Send Appeal to Prefecture,2008/03/03 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A20157,Receive Result Appeal from Prefecture,2008/03/27 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20157,Add penalty,2008/03/28 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20157,Notify Result Appeal to Offender,2008/04/01 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20157,Payment,2008/05/29 00:00:00.000,COMPLETE,,98.0,,,,,,,98.0,,,
A2016,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,7,,,A,0.0,,NIL,0
A2016,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2016,Insert Fine Notification,2006/12/22 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2016,Insert Date Appeal to Prefecture,2007/01/10 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2016,Add penalty,2007/02/20 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2016,Send Appeal to Prefecture,2007/02/28 00:00:00.000,COMPLETE,,,,,,,,,,,#,
A20160,Create Fine,2007/09/19 00:00:00.000,COMPLETE,22.0,,,558,7,,,A,0.0,,NIL,0
A20160,Payment,2007/10/01 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A20161,Create Fine,2007/09/19 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
