case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points,TimeUnix
A23422,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23422,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23423,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194912000
A23423,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23424,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194912000
A23424,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23424,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23424,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23424,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1220054400
A23425,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194998400
A23425,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195171200
A23426,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194998400
A23426,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194998400
A23427,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194998400
A23427,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23432,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195084800
A23432,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195084800
A23433,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195084800
A23433,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23433,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23433,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23433,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23434,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195084800
A23434,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23434,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23434,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23434,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1224460800
A23434,Payment,00:00.0,COMPLETE,,49,,,,,,,136,,,,1228953600
A23435,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195171200
A23435,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195603200
A23437,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195171200
A23437,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23437,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203465600
A23437,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208649600
A23437,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2344,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156377600
A2344,Send Fine,00:00.0,COMPLETE,,,16.6,,,,,,,,,,1175644800
A23440,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195344000
A23440,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23440,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23440,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23440,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1212969600
A23440,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23441,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195344000
A23441,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23442,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195344000
A23442,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195516800
A23443,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195344000
A23443,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23443,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1204243200
A23443,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209427200
A23443,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23445,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195344000
A23445,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195776000
A23447,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195430400
A23447,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1212537600
A23448,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195430400
A23448,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23449,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195430400
A23449,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23450,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1195430400
A23450,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23451,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196208000
A23451,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1198713600
A23454,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196208000
A23454,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23454,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203465600
A23454,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208649600
A23454,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23456,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196294400
A23456,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1199836800
A23457,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196380800
A23457,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1200614400
A23458,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196640000
A23458,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23458,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23458,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23458,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1221091200
A23459,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196640000
A23459,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A2346,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156636800
A2346,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1156723200
A23462,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196899200
A23462,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23462,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23462,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23462,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23463,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196899200
A23463,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23463,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203379200
A23463,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208563200
A23463,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1208908800
A23463,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23464,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196899200
A23464,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23464,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203552000
A23464,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208736000
A23464,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1208736000
A23467,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197158400
A23467,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23467,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1204243200
A23467,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209427200
A23467,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23468,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197158400
A23468,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1197417600
A23469,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197158400
A23469,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1197504000
A23474,Create Fine,00:00.0,COMPLETE,22,,,558,7,,,A,0,,NIL,0,1197331200
A23474,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23477,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197417600
A23477,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23478,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197417600
A23478,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1197417600
A2348,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156636800
A2348,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1165881600
A23480,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197504000
A23480,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23481,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197590400
A23481,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1198281600
A23482,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197590400
A23482,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1204329600
A23482,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1205107200
A23482,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1210291200
A23482,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23483,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197590400
A23483,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1204329600
A23483,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1205971200
A23483,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1211155200
A23483,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23485,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1197849600
A23485,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1198195200
A23486,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1198022400
A23486,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1204329600
A23488,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1198195200
A23488,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1204329600
A23488,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1205107200
A23488,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1210291200
A23488,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23489,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1198108800
A23489,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1208390400
A23489,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1209513600
A23489,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1214697600
A23489,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2349,Create Fine,00:00.0,COMPLETE,35,,,557,7,,,A,0,,NIL,0,1156636800
A2349,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A2349,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167177600
A2349,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1172361600
A2349,Payment,00:00.0,COMPLETE,,82.5,,,,,,,82.5,,,,1193270400
A23493,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1198195200
A23493,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1199664000
A23495,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1198368000
A23495,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1204329600
A23495,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1205107200
A23495,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1210291200
A23495,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1210982400
A23495,Payment,00:00.0,COMPLETE,,38,,,,,,,87,,,,1213833600
A23496,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1198368000
A23496,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1204329600
A23496,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1205193600
A23496,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1210377600
A23496,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A235,Create Fine,00:00.0,COMPLETE,35,,,537,157,,,A,0,,NIL,0,1154649600
A235,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1159747200
A2350,Create Fine,00:00.0,COMPLETE,35,,,557,7,,,A,0,,NIL,0,1156636800
A2350,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1156982400
A23500,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1198886400
A23500,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1199404800
A23503,Create Fine,00:00.0,COMPLETE,22,,,556,7,,,A,0,,NIL,0,1187568000
A23503,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1198713600
A23503,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1199491200
A23503,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1204675200
A23503,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23504,Create Fine,00:00.0,COMPLETE,22,,,556,7,,,A,0,,NIL,0,1187654400
A23504,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1198713600
A23504,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1199664000
A23504,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1204848000
A23504,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1207785600
A23504,Payment,00:00.0,COMPLETE,,22,,,,,,,57,,,,1210982400
A23507,Create Fine,00:00.0,COMPLETE,22,,,556,7,,,A,0,,NIL,0,1186272000
A23507,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1197244800
A23507,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1197936000
A23507,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1203120000
A23507,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1204848000
A23507,Payment,00:00.0,COMPLETE,,22,,,,,,,57,,,,1219968000
A23508,Create Fine,00:00.0,COMPLETE,22,,,556,7,,,A,0,,NIL,0,1188000000
A23508,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1198713600
A23508,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1199491200
A23508,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1204675200
A23508,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1213660800
A23508,Payment,00:00.0,COMPLETE,,22,,,,,,,57,,,,1216252800
A23509,Create Fine,00:00.0,COMPLETE,22,,,556,7,,,A,0,,NIL,0,1188086400
A23509,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1198713600
A23509,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1199664000
A23509,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1204848000
A23509,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23510,Create Fine,00:00.0,COMPLETE,22,,,556,7,,,A,0,,NIL,0,1188172800
A23510,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1198713600
A23510,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1200614400
A23510,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1205798400
A23510,Payment,00:00.0,COMPLETE,,57,,,,,,,57,,,,1226880000
A23512,Create Fine,00:00.0,COMPLETE,22,,,556,7,,,A,0,,NIL,0,1188432000
A23512,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1198713600
A2352,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156636800
A2352,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1157155200
A2354,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156636800
A2354,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A2355,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156723200
A2355,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1157068800
A23552,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1192924800
A23552,Send Fine,00:00.0,COMPLETE,,,26,,,,,,,,,,1200614400
A23552,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201737600
A23552,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206921600
A23552,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1207094400
A23552,Receive Result Appeal from Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1212105600
A23552,Notify Result Appeal to Offender,00:00.0,COMPLETE,,,,,,,,,,,,,1213315200
A23552,Payment,00:00.0,COMPLETE,,174,,,,,,,174,,,,1252713600
A23553,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1192924800
A23553,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23553,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202428800
A23553,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1204761600
A23553,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207612800
A23553,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1207612800
A23554,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1192924800
A23554,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193097600
A23556,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1192924800
A23556,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1192924800
A23557,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1192924800
A23557,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1192924800
A23558,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1192924800
A23558,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193097600
A23562,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193097600
A23562,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23562,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201651200
A23562,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206835200
A23562,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23564,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193097600
A23564,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23568,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193184000
A23568,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1199750400
A2357,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156723200
A2357,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A2357,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1168214400
A2357,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1173398400
A2357,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23570,Create Fine,00:00.0,COMPLETE,22,,,537,7,,,A,0,,NIL,0,1193011200
A23570,Payment,00:00.0,COMPLETE,,22,,,,,,,22,,,,1193702400
A23573,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193356800
A23573,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193702400
A23575,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193443200
A23575,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193443200
A23576,Create Fine,00:00.0,COMPLETE,22,,,537,7,,,A,0,,NIL,0,1193443200
A23576,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23576,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202601600
A23576,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1207785600
A23576,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23577,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193616000
A23577,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193788800
A23579,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193443200
A23579,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23579,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202601600
A23579,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207785600
A23579,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2358,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156723200
A2358,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A2358,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1168041600
A2358,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1173225600
A2358,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23581,Create Fine,00:00.0,COMPLETE,22,,,537,7,,,A,0,,NIL,0,1193443200
A23581,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23581,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202601600
A23581,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1207785600
A23581,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23582,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193443200
A23582,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23582,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201651200
A23582,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206835200
A23582,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23583,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193443200
A23583,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23583,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202515200
A23583,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207699200
A23583,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23584,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193443200
A23584,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23584,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202601600
A23584,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207785600
A23584,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23585,Create Fine,00:00.0,COMPLETE,22,,,537,7,,,A,0,,NIL,0,1193443200
A23585,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23586,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193529600
A23586,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A2359,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156723200
A2359,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A2359,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1166745600
A2359,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1171929600
A2359,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23590,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193529600
A23590,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23590,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201651200
A23590,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206835200
A23590,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23591,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193529600
A23591,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193961600
A23592,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193529600
A23592,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23597,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193616000
A23597,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194307200
A23598,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193616000
A23598,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193788800
A23599,Create Fine,00:00.0,COMPLETE,36,,,537,157,,,A,0,,NIL,0,1193616000
A23599,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23599,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201737600
A23599,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206921600
A23599,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
